product,console,variant,type,source,market_price,old_price,new_price,diff,profit,status,notes
Tecmo Super NBA Basketball - Sega Genesis Game,Sega Genesis,game only,loose,ebay(60),8.27,9.86,11.99,2.13,3.07,APPLIED,
Tecmo Super NBA Basketball - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),13.32,16.99,17.99,1.00,3.85,APPLIED,
Teen Titans 2 - GBA Game,Gameboy Advance,game only,loose,ebay(10),26.58,26.81,35.99,9.18,8.07,APPLIED,
Teenage Mutant Ninja Turtles Hyperstone Heist - Sega Genesis Game,Sega Genesis,game only,loose,pc,50.92,72.49,68.99,-3.50,15.77,APPLIED,
Teenage Mutant Ninja Turtles Hyperstone Heist - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,168.07,129.99,226.99,97.00,52.04,APPLIED,
Teenage Mutant Ninja Turtles II Back from the Sewers - Gameboy Game,Gameboy,game only,loose,pc,19.37,30.45,26.99,-3.46,6.54,APPLIED,
Teenage Mutant Ninja Turtles II Back from the Sewers - Gameboy Game,Gameboy,complete (cib),cib,pc,189.21,53.99,255.99,202.00,59.06,APPLIED,
Teenage Mutant Ninja Turtles III Radical Rescue - Gameboy Game,Gameboy,game only,loose,ebay(18),114.97,111.27,155.99,44.72,36.20,APPLIED,
Teenage Mutant Ninja Turtles III The Manhattan Project - NES Game,NES,game only,loose,pc,35.46,47.49,47.99,0.50,10.84,APPLIED,
Teenage Mutant Ninja Turtles III The Manhattan Project - NES Game,NES,complete (cib),cib,pc,235.50,84.99,317.99,233.00,72.97,APPLIED,
Teenage Mutant Ninja Turtles IV Turtles in Time - SNES Game,SNES,game only,loose,ebay(72),46.00,72.49,62.99,-9.50,14.86,APPLIED,
Teenage Mutant Ninja Turtles IV Turtles in Time - SNES Game,SNES,complete (cib),cib,ebay(6),329.36,129.99,444.99,315.00,102.43,APPLIED,
Teenage Mutant Ninja Turtles Tournament Fighters - SNES Game,SNES,game only,loose,ebay(77),22.07,29.00,29.99,0.99,6.75,APPLIED,
Tekken Tag Tournament - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Ten Pin Alley - Sega Saturn Game,Sega Saturn,game only,loose,ebay(6),13.11,17.12,17.99,0.87,4.06,APPLIED,
Tenchu 3 Wrath of Heaven - PS2 Game,Playstation 2,game only,loose,ebay(9),24.84,24.68,33.99,9.31,7.86,APPLIED,
Tennis Masters Series 2003 - Xbox Game,Xbox,game only,loose,pc,3.98,5.71,5.99,0.28,1.54,NO_CHANGE,
Tennis Masters Series 2003 - Xbox Game,Xbox,complete (cib),cib,pc,7.30,9.99,9.99,0.00,2.10,NO_CHANGE,
Terminator 2 Judgment Day - NES Game,NES,game only,loose,pc,13.97,18.78,18.99,0.21,4.17,NO_CHANGE,
Terminator 2 Judgment Day - NES Game,NES,complete (cib),cib,pc,50.00,67.99,67.99,0.00,15.72,NO_CHANGE,
Test Drive 2001 - Gameboy Color Game,Gameboy Color,game only,loose,ebay(10),11.71,11.24,15.99,4.75,3.52,APPLIED,
Test Drive Cycles - Gameboy Color Game,Gameboy Color,game only,loose,ebay(19),9.19,4.28,12.99,8.71,3.12,APPLIED,
Test Drive Eve of Destruction - Xbox Game,Xbox,game only,loose,ebay(5),28.09,43.37,37.99,-5.38,8.50,APPLIED,
Test Drive Eve of Destruction - Xbox Game,Xbox,complete (cib),cib,ebay(11),38.52,77.99,52.99,-25.00,12.63,APPLIED,
Test Drive Off Road Wide Open - Xbox Game,Xbox,game only,loose,ebay(53),7.35,10.48,9.99,-0.49,2.05,NO_CHANGE,
Test Drive Off Road Wide Open - Xbox Game,Xbox,complete (cib),cib,ebay(23),8.23,17.99,11.99,-6.00,3.11,APPLIED,
Tetris 2 - SNES Game,SNES,game only,loose,ebay(64),9.19,15.15,12.99,-2.16,3.12,APPLIED,
Tetris and Dr. Mario - SNES Game,SNES,game only,loose,ebay(28),12.39,39.83,16.99,-22.84,3.81,APPLIED,
Tetris Attack - SNES Game,SNES,game only,loose,ebay(69),16.55,22.46,22.99,0.53,5.47,APPLIED,
Tetris Worlds - Xbox Game,Xbox,game only,loose,pc,4.10,5.99,5.99,0.00,1.42,NO_CHANGE,
Tetris Worlds - Xbox Game,Xbox,complete (cib),cib,pc,6.09,8.99,8.99,0.00,2.34,NO_CHANGE,
The 7th Saga - SNES Game,SNES,game only,loose,ebay(64),38.01,54.10,51.99,-2.11,12.17,APPLIED,
The 7th Saga - SNES Game,SNES,complete (cib),cib,ebay(9),120.96,96.99,163.99,67.00,37.97,APPLIED,
The Addams Family - Sega Genesis Game,Sega Genesis,game only,loose,ebay(28),25.29,22.71,34.99,12.28,8.39,APPLIED,
The Addams Family - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(5),44.16,39.99,59.99,20.00,13.79,APPLIED,
The Adventures of Rocky and Bullwinkle and Friends - Sega Genesis Game,Sega Genesis,game only,loose,ebay(7),27.60,26.81,37.99,11.18,8.99,APPLIED,
The Bible Game - GBA Game,Gameboy Advance,game only,loose,ebay(9),11.96,12.62,16.99,4.37,4.24,APPLIED,
The Bible Game - Xbox Game,Xbox,game only,loose,ebay(11),12.88,10.85,17.99,7.14,4.29,APPLIED,
The Bible Game - Xbox Game,Xbox,complete (cib),cib,ebay(11),11.03,18.99,14.99,-4.00,3.23,APPLIED,
The Bigs - PS2 Game,Playstation 2,game only,loose,pc,6.61,8.93,8.99,0.06,1.82,NO_CHANGE,
The Bigs - PS2 Game,Playstation 2,complete (cib),cib,pc,7.99,10.99,10.99,0.00,2.38,NO_CHANGE,
The Death and Return of Superman - SNES Game,SNES,game only,loose,ebay(35),55.19,78.84,74.99,-3.85,17.33,APPLIED,
The Death and Return of Superman - SNES Game,SNES,complete (cib),cib,ebay(5),229.95,140.99,310.99,170.00,71.72,APPLIED,
The Divide Enemies Within - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
The Duel Test Drive II - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),11.72,15.94,15.99,0.05,3.51,NO_CHANGE,
The Duel Test Drive II - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(7),23.00,27.99,31.99,4.00,7.76,APPLIED,
The Flintstones Bedrock Bowling - PS1 Game,Playstation,game only,loose,ebay(10),9.83,14.38,13.99,-0.39,3.45,NO_CHANGE,
The Flintstones Treasure of Sierra Madrock - SNES Game,SNES,game only,loose,ebay(10),62.33,101.46,84.99,-16.47,19.90,APPLIED,
The Flintstones Treasure of Sierra Madrock - SNES Game,SNES,complete (cib),cib,ebay(4),413.95,181.99,558.99,377.00,128.53,APPLIED,
The Godfather - PS2 Game,Playstation 2,game only,loose,pc,16.50,22.99,22.99,0.00,5.52,NO_CHANGE,
The Godfather - PS2 Game,Playstation 2,complete (cib),cib,pc,19.18,25.99,25.99,0.00,5.76,NO_CHANGE,
The Great Circus Mystery Starring Mickey and Minnie - SNES Game,SNES,game only,loose,ebay(5),21.16,31.73,28.99,-2.74,6.69,APPLIED,
The Humans - Sega Genesis Game,Sega Genesis,game only,loose,ebay(25),18.39,20.21,24.99,4.78,5.58,APPLIED,
The Humans - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(6),26.20,35.99,35.99,0.00,8.45,NO_CHANGE,
The Hustle Detroit Streets - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
The Hustle Detroit Streets - Xbox Game,Xbox,game only,loose,ebay(21),5.98,5.85,8.99,3.14,2.45,APPLIED,
The Hustle Detroit Streets - Xbox Game,Xbox,complete (cib),cib,ebay(5),6.64,9.99,8.99,-1.00,1.79,APPLIED,
The Incredibles - GBA Game,Gameboy Advance,game only,loose,pc,4.00,6.09,5.99,-0.10,1.52,NO_CHANGE,
The Incredibles - GBA Game,Gameboy Advance,complete (cib),cib,pc,13.99,18.99,18.99,0.00,4.15,NO_CHANGE,
The Karate Kid - NES Game,NES,game only,loose,ebay(85),13.17,14.50,17.99,3.49,4.00,APPLIED,
The Lion King - SNES Game,SNES,game only,loose,ebay(73),11.95,15.44,16.99,1.55,4.25,APPLIED,
The Lost Vikings - Sega Genesis Game,Sega Genesis,game only,loose,ebay(80),16.56,15.82,22.99,7.17,5.46,APPLIED,
The Lost Vikings - SNES Game,SNES,game only,loose,ebay(48),39.05,52.11,52.99,0.88,12.10,APPLIED,
The Lost Vikings - SNES Game,SNES,complete (cib),cib,ebay(6),101.19,92.99,136.99,44.00,31.53,APPLIED,
The Magic of Scheherazade - NES Game,NES,game only,loose,pc,22.99,29.61,31.99,2.38,7.77,APPLIED,
The Magic of Scheherazade - NES Game,NES,complete (cib),cib,pc,68.96,52.99,93.99,41.00,22.00,APPLIED,
The Mask - SNES Game,SNES,game only,loose,ebay(73),9.15,117.09,12.99,-104.10,3.16,APPLIED,
The Muppets On With the Show - GBA Game,Gameboy Advance,game only,loose,pc,5.99,8.99,8.99,0.00,2.44,NO_CHANGE,
The Muppets On With the Show - GBA Game,Gameboy Advance,complete (cib),cib,pc,16.00,21.99,21.99,0.00,5.05,NO_CHANGE,
The Ooze - Sega Genesis Game,Sega Genesis,game only,loose,ebay(19),20.24,28.99,27.99,-1.00,6.64,APPLIED,
The Ooze - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(6),82.80,51.99,111.99,60.00,25.64,APPLIED,
The Pagemaster - SNES Game,SNES,game only,loose,ebay(81),13.75,11.61,18.99,7.38,4.39,APPLIED,
The Pagemaster - SNES Game,SNES,complete (cib),cib,ebay(4),63.06,19.99,85.99,66.00,20.14,APPLIED,
The Punisher - Gameboy Game,Gameboy,game only,loose,ebay(47),21.92,32.63,29.99,-2.64,6.90,APPLIED,
The Punisher - NES Game,NES,game only,loose,ebay(26),26.46,39.31,35.99,-3.32,8.19,APPLIED,
The Ren and Stimpy Show Buckeroos - NES Game,NES,,,,,,,,,NO_MATCH,PC and eBay both failed
The Ren and Stimpy Show Fire Dogs - SNES Game,SNES,,,,,,,,,NO_MATCH,PC and eBay both failed
The Ren and Stimpy Show Stimpy's Invention - Sega Genesis Game,Sega Genesis,game only,loose,ebay(30),13.79,10.70,18.99,8.29,4.35,APPLIED,
The Secret Saturdays: Beasts of The 5th Sun - PS2 Game,Playstation 2,game only,loose,pc,9.99,5.87,13.99,8.12,3.29,APPLIED,
The Secret Saturdays: Beasts of The 5th Sun - PS2 Game,Playstation 2,complete (cib),cib,pc,10.14,9.99,13.99,4.00,3.14,APPLIED,
The Simpsons Bart vs the Space Mutants - Sega Genesis Game,Sega Genesis,game only,loose,pc,18.09,27.43,24.99,-2.44,5.88,APPLIED,
The Simpsons Bart vs the Space Mutants - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,35.06,48.99,47.99,-1.00,11.24,APPLIED,
The Simpsons Road Rage - GBA Game,Gameboy Advance,game only,loose,pc,13.71,18.68,18.99,0.31,4.43,NO_CHANGE,
The Simpsons Road Rage - GBA Game,Gameboy Advance,complete (cib),cib,pc,41.38,55.99,55.99,0.00,12.69,NO_CHANGE,
The Simpsons Road Rage - PS2 Game,Playstation 2,game only,loose,pc,13.80,18.99,18.99,0.00,4.34,NO_CHANGE,
The Simpsons Road Rage - PS2 Game,Playstation 2,complete (cib),cib,pc,18.24,24.99,24.99,0.00,5.73,NO_CHANGE,
The Simpsons Skateboarding - PS2 Game,Playstation 2,game only,loose,pc,13.32,17.99,17.99,0.00,3.85,NO_CHANGE,
The Simpsons Skateboarding - PS2 Game,Playstation 2,complete (cib),cib,pc,26.60,35.99,35.99,0.00,8.05,NO_CHANGE,
The Sims - Gamecube Game,Gamecube,game only,loose,pc,10.00,13.70,13.99,0.29,3.28,NO_CHANGE,
The Sims - Gamecube Game,Gamecube,complete (cib),cib,pc,12.26,16.99,16.99,0.00,3.94,NO_CHANGE,
The Sims - Xbox Game,Xbox,game only,loose,pc,5.66,7.99,7.99,0.00,1.80,NO_CHANGE,
The Sims - Xbox Game,Xbox,complete (cib),cib,pc,7.90,10.99,10.99,0.00,2.47,NO_CHANGE,
The Sims 2 - Xbox Game,Xbox,game only,loose,pc,9.87,13.90,13.99,0.09,3.41,NO_CHANGE,
The Sims 2 - Xbox Game,Xbox,complete (cib),cib,pc,11.99,16.99,16.99,0.00,4.21,NO_CHANGE,
The Sims 2: Castaway - PS2 Game,Playstation 2,game only,loose,pc,16.99,23.16,22.99,-0.17,5.03,NO_CHANGE,
The Sims 2: Castaway - PS2 Game,Playstation 2,complete (cib),cib,pc,20.17,26.99,27.99,1.00,6.71,APPLIED,
The Sims 2: Pets - Gamecube Game,Gamecube,game only,loose,pc,10.95,14.74,14.99,0.25,3.31,NO_CHANGE,
The Sims 2: Pets - Gamecube Game,Gamecube,complete (cib),cib,pc,10.95,18.99,14.99,-4.00,3.31,APPLIED,
The Suffering Ties That Bind - PS2 Game,Playstation 2,game only,loose,pc,35.00,47.99,47.99,0.00,11.30,NO_CHANGE,
The Suffering Ties That Bind - PS2 Game,Playstation 2,complete (cib),cib,pc,46.69,63.99,63.99,0.00,15.14,NO_CHANGE,
The Tale of Despereaux - PS2 Game,Playstation 2,game only,loose,pc,21.83,8.49,29.99,21.50,6.99,APPLIED,
The Tale of Despereaux - PS2 Game,Playstation 2,complete (cib),cib,pc,36.60,14.99,49.99,35.00,11.64,APPLIED,
The Three Stooges - NES Game,NES,game only,loose,pc,13.96,18.99,18.99,0.00,4.18,NO_CHANGE,
The Three Stooges - NES Game,NES,complete (cib),cib,pc,40.40,54.99,54.99,0.00,12.70,NO_CHANGE,
The Three Stooges - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
The Uncanny X-Men - NES Game,NES,game only,loose,ebay(80),16.55,19.75,22.99,3.24,5.47,APPLIED,
The Uncanny X-Men - NES Game,NES,complete (cib),cib,ebay(9),174.79,34.99,235.99,201.00,54.06,APPLIED,
Theme Park - Sega Genesis Game,Sega Genesis,game only,loose,ebay(12),57.50,55.11,77.99,22.88,17.93,APPLIED,
Threads of Fate - PS1 Game,Playstation,game only,loose,ebay(25),27.60,65.66,37.99,-27.67,8.99,APPLIED,
Thrillville - PSP Game,PSP,game only,loose,pc,5.39,8.11,7.99,-0.12,2.07,NO_CHANGE,
Thrillville - PSP Game,PSP,complete (cib),cib,pc,9.02,12.99,12.99,0.00,3.29,NO_CHANGE,
Thunder Alley - GBA Game,Gameboy Advance,game only,loose,ebay(15),8.27,9.27,11.99,2.72,3.07,APPLIED,
Thunder Force III - Sega Genesis Game,Sega Genesis,game only,loose,ebay(44),70.20,79.01,94.99,15.98,21.74,APPLIED,
Thunder Force III - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(7),101.19,141.99,136.99,-5.00,31.53,APPLIED,
Thunder Fox - Sega Genesis Game,Sega Genesis,game only,loose,ebay(18),43.24,36.96,58.99,22.03,13.74,APPLIED,
Thundercade - NES Game,NES,game only,loose,ebay(60),13.79,14.51,18.99,4.48,4.35,APPLIED,
Thundercade - NES Game,NES,complete (cib),cib,ebay(7),56.11,25.99,75.99,50.00,17.38,APPLIED,
Tiger Woods 2000 - Gameboy Color Game,Gameboy Color,game only,loose,pc,5.81,8.24,7.99,-0.25,1.65,NO_CHANGE,
Tiger Woods 2000 - Gameboy Color Game,Gameboy Color,complete (cib),cib,pc,16.56,22.99,22.99,0.00,5.46,NO_CHANGE,
Tinstar - SNES Game,SNES,game only,loose,ebay(11),13.79,17.40,18.99,1.59,4.35,APPLIED,
Tinstar - SNES Game,SNES,complete (cib),cib,ebay(6),66.07,30.99,89.99,59.00,21.01,APPLIED,
Tiny Toon Adventures ACME All-Stars - Sega Genesis Game,Sega Genesis,game only,loose,pc,19.07,21.68,25.99,4.31,5.87,APPLIED,
Tiny Toon Adventures ACME All-Stars - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,39.95,38.99,53.99,15.00,12.17,APPLIED,
Tiny Toon Adventures Buster Busts Loose - SNES Game,SNES,game only,loose,ebay(85),13.79,19.99,18.99,-1.00,4.35,APPLIED,
Tiny Toon Adventures: Scary Dreams - GBA Game,Gameboy Advance,game only,loose,pc,135.11,145.00,182.99,37.99,42.27,APPLIED,
Tiny Toon Adventures: Scary Dreams - GBA Game,Gameboy Advance,complete (cib),cib,pc,280.00,260.99,378.99,118.00,87.70,APPLIED,
TNN Bass Tournament of Champions - Sega Genesis Game,Sega Genesis,game only,loose,pc,3.82,7.29,5.99,-1.30,1.70,APPLIED,
TNN Bass Tournament of Champions - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,8.19,12.99,11.99,-1.00,3.15,APPLIED,
ToeJam and Earl in Panic on Funkotron - Sega Genesis Game,Sega Genesis,game only,loose,pc,14.99,26.06,20.99,-5.07,5.09,APPLIED,
ToeJam and Earl in Panic on Funkotron - Sega Genesis Game,Sega Genesis,complete (cib),cib,pc,29.99,45.99,40.99,-5.00,9.51,APPLIED,
Toki - NES Game,NES,game only,loose,ebay(52),19.96,75.95,26.99,-48.96,5.95,APPLIED,
Toki - NES Game,NES,complete (cib),cib,ebay(9),229.99,135.99,310.99,175.00,71.68,APPLIED,
Tokyo Xtreme Racer Advance - GBA Game,Gameboy Advance,game only,loose,ebay(7),15.63,15.94,21.99,6.05,5.42,APPLIED,
Tom and Jerry - Gameboy Color Game,Gameboy Color,game only,loose,pc,9.25,12.98,12.99,0.01,3.06,NO_CHANGE,
Tom and Jerry - Gameboy Color Game,Gameboy Color,complete (cib),cib,pc,20.00,27.99,27.99,0.00,6.88,NO_CHANGE,
Tom and Jerry - NES Game,NES,game only,loose,pc,13.38,18.99,18.99,0.00,4.76,NO_CHANGE,
Tom and Jerry - NES Game,NES,complete (cib),cib,pc,46.91,63.99,63.99,0.00,14.92,NO_CHANGE,
Tom and Jerry War of Whiskers - Gamecube Game,Gamecube,game only,loose,ebay(16),25.59,31.11,34.99,3.88,8.09,APPLIED,
Tomb Raider [Black Label] - PS1 Game,Playstation,game only,loose,ebay(8),9.20,19.17,12.99,-6.18,3.11,APPLIED,
Tomb Raider III - PS1 Game,Playstation,game only,loose,pc,8.27,11.99,11.99,0.00,3.07,NO_CHANGE,
Tomb Raider III - PS1 Game,Playstation,complete (cib),cib,pc,14.00,19.99,18.99,-1.00,4.14,APPLIED,
Tomb Raider Legend - PS2 Game,Playstation 2,game only,loose,pc,7.88,11.44,10.99,-0.45,2.49,NO_CHANGE,
Tomb Raider Legend - PS2 Game,Playstation 2,complete (cib),cib,pc,10.59,14.99,14.99,0.00,3.67,NO_CHANGE,
Tombs and Treasure - NES Game,NES,game only,loose,ebay(21),39.55,46.10,53.99,7.89,12.57,APPLIED,
Tonka On The Job - GBA Game,Gameboy Advance,game only,loose,ebay(25),7.36,4.23,9.99,5.76,2.04,APPLIED,
Tonka Rescue Patrol - Gamecube Game,Gamecube,game only,loose,ebay(54),9.20,8.22,12.99,4.77,3.11,APPLIED,
Tonka Rescue Patrol - Gamecube Game,Gamecube,complete (cib),cib,ebay(11),10.12,13.99,13.99,0.00,3.16,NO_CHANGE,
Tonka Space Station - PS1 Game,Playstation,game only,loose,ebay(18),9.17,9.14,12.99,3.85,3.14,APPLIED,
Tony Hawk 2x - Xbox Game,Xbox,game only,loose,ebay(56),13.09,12.23,17.99,5.76,4.08,APPLIED,
Tony Hawk 2x - Xbox Game,Xbox,complete (cib),cib,ebay(20),17.45,21.99,23.99,2.00,5.54,APPLIED,
Tony Hawk 3 - GBA Game,Gameboy Advance,game only,loose,pc,7.00,9.61,9.99,0.38,2.40,NO_CHANGE,
Tony Hawk 3 - GBA Game,Gameboy Advance,complete (cib),cib,pc,22.27,30.99,30.99,0.00,7.52,NO_CHANGE,
Tony Hawk 3 - Nintendo 64 Game,Nintendo 64,game only,loose,ebay(6),50.60,72.50,68.99,-3.51,16.09,APPLIED,
Tony Hawk Project 8 - PS2 Game,Playstation 2,game only,loose,pc,5.92,8.99,8.99,0.00,2.51,NO_CHANGE,
Tony Hawk Project 8 - PS2 Game,Playstation 2,complete (cib),cib,pc,7.51,10.99,10.99,0.00,2.86,NO_CHANGE,
Toobin' - Gameboy Color Game,Gameboy Color,game only,loose,ebay(17),12.51,15.88,16.99,1.11,3.69,APPLIED,
Toonsylvania - Gameboy Color Game,Gameboy Color,game only,loose,pc,12.70,18.13,17.99,-0.14,4.47,NO_CHANGE,
Toonsylvania - Gameboy Color Game,Gameboy Color,complete (cib),cib,pc,31.89,43.99,43.99,0.00,10.52,NO_CHANGE,
Top Gear - SNES Game,SNES,game only,loose,ebay(60),11.04,18.11,14.99,-3.12,3.22,APPLIED,
Top Gear 2 - SNES Game,SNES,game only,loose,ebay(61),25.76,34.86,34.99,0.13,7.92,NO_CHANGE,
Top Gear 2 - SNES Game,SNES,complete (cib),cib,ebay(10),71.30,61.99,96.99,35.00,22.58,APPLIED,
Top Gear 3000 - SNES Game,SNES,game only,loose,ebay(10),71.45,72.43,96.99,24.56,22.43,APPLIED,
Top Gear 3000 - SNES Game,SNES,complete (cib),cib,ebay(7),256.67,129.99,346.99,217.00,79.96,APPLIED,
Top Gear Overdrive - Nintendo 64 Game,Nintendo 64,game only,loose,pc,12.87,17.52,17.99,0.47,4.30,NO_CHANGE,
Top Gear Overdrive - Nintendo 64 Game,Nintendo 64,complete (cib),cib,pc,52.73,71.99,71.99,0.00,16.87,NO_CHANGE,
Top Gun Firestorm Advance - GBA Game,Gameboy Advance,game only,loose,ebay(59),7.36,7.19,9.99,2.80,2.04,APPLIED,
Torneko The Last Hope - PS1 Game,Playstation,,,,,,,,,NO_MATCH,PC and eBay both failed
Total Carnage - SNES Game,SNES,game only,loose,ebay(55),23.00,22.19,31.99,9.80,7.76,APPLIED,
Total Carnage - SNES Game,SNES,complete (cib),cib,ebay(7),110.39,38.99,149.99,111.00,34.95,APPLIED,
Toxic Crusaders - NES Game,NES,game only,loose,ebay(19),119.61,145.93,161.99,16.06,37.38,APPLIED,
Toxic Crusaders - Sega Genesis Game,Sega Genesis,game only,loose,ebay(24),45.73,29.00,61.99,32.99,14.16,APPLIED,
Toxic Crusaders - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),73.60,51.99,99.99,48.00,23.19,APPLIED,
Toy Story - SNES Game,SNES,game only,loose,ebay(75),11.03,18.97,14.99,-3.98,3.23,APPLIED,
Toy Story 3: The Video Game - PSP Game,PSP,game only,loose,pc,10.51,15.98,14.99,-0.99,3.75,APPLIED,
Toy Story 3: The Video Game - PSP Game,PSP,complete (cib),cib,pc,14.16,27.99,19.99,-8.00,4.95,APPLIED,
Transformers Beast Wars Transmetals - PS1 Game,Playstation,game only,loose,pc,16.71,37.89,22.99,-14.90,5.31,APPLIED,
Transformers Beast Wars Transmetals - PS1 Game,Playstation,complete (cib),cib,pc,48.80,67.99,65.99,-2.00,14.98,APPLIED,
Transworld Surf - PS2 Game,Playstation 2,game only,loose,pc,6.95,10.26,9.99,-0.27,2.45,NO_CHANGE,
Transworld Surf - PS2 Game,Playstation 2,complete (cib),cib,pc,9.95,13.99,13.99,0.00,3.33,NO_CHANGE,
Transworld Surf Next Wave - Gamecube Game,Gamecube,game only,loose,ebay(10),22.07,15.48,29.99,14.51,6.75,APPLIED,
Treasure Master - NES Game,NES,game only,loose,ebay(17),24.84,24.55,33.99,9.44,7.86,APPLIED,
TRIBES Aerial Assault - PS2 Game,Playstation 2,,,,,,,,,NO_MATCH,PC and eBay both failed
Tringo - GBA Game,Gameboy Advance,game only,loose,pc,5.02,6.83,6.99,0.16,1.47,NO_CHANGE,
Tringo - GBA Game,Gameboy Advance,complete (cib),cib,pc,14.74,19.99,19.99,0.00,4.37,NO_CHANGE,
Triple Play 2002 - PS2 Game,Playstation 2,game only,loose,ebay(57),4.13,7.20,5.99,-1.21,1.39,APPLIED,
Triple Play 2002 - PS2 Game,Playstation 2,complete (cib),cib,ebay(19),7.35,11.99,9.99,-2.00,2.05,APPLIED,
Triple Play 96 - Sega Genesis Game,Sega Genesis,game only,loose,ebay(50),8.28,7.84,11.99,4.15,3.06,APPLIED,
Triple Play 96 - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(8),11.91,13.99,16.99,3.00,4.29,APPLIED,
Triple Play 99 - PS1 Game,Playstation,game only,loose,ebay(40),6.44,4.09,8.99,4.90,1.99,APPLIED,
Triple Play 99 - PS1 Game,Playstation,complete (cib),cib,ebay(11),6.89,6.99,9.99,3.00,2.51,APPLIED,
Triple Play Gold - Sega Genesis Game,Sega Genesis,game only,loose,ebay(63),8.33,7.60,11.99,4.39,3.01,APPLIED,
Triple Play Gold - Sega Genesis Game,Sega Genesis,complete (cib),cib,ebay(4),13.31,12.99,17.99,5.00,3.86,APPLIED,
True Crime Streets of LA - Xbox Game,Xbox,game only,loose,pc,6.87,9.63,9.99,0.36,2.53,NO_CHANGE,
True Crime Streets of LA - Xbox Game,Xbox,complete (cib),cib,pc,9.74,13.99,13.99,0.00,3.54,NO_CHANGE,
True Lies - SNES Game,SNES,game only,loose,ebay(12),60.04,59.09,81.99,22.90,19.27,APPLIED,
True Pinball - Sega Saturn Game,Sega Saturn,game only,loose,pc,10.93,15.22,14.99,-0.23,3.33,NO_CHANGE,
True Pinball - Sega Saturn Game,Sega Saturn,complete (cib),cib,pc,22.50,30.99,30.99,0.00,7.29,NO_CHANGE,
Tube Slider - Gamecube Game,Gamecube,game only,loose,ebay(16),86.90,64.06,117.99,53.93,27.37,APPLIED,
Tube Slider - Gamecube Game,Gamecube,complete (cib),cib,ebay(7),87.35,114.99,117.99,3.00,26.92,APPLIED,
Turbo Turtle Adventure - GBA Game,Gameboy Advance,game only,loose,ebay(6),24.50,28.93,33.99,5.06,8.20,APPLIED,
Twisted Metal [Black Label] - PS1 Game,Playstation,game only,loose,pc,20.25,22.86,27.99,5.13,6.63,APPLIED,
Twisted Metal [Black Label] - PS1 Game,Playstation,complete (cib),cib,pc,140.00,40.99,189.99,149.00,44.18,APPLIED,
Twisted Metal 4 - PS1 Game,Playstation,game only,loose,pc,14.11,19.99,19.99,0.00,5.00,NO_CHANGE,
Twisted Metal 4 - PS1 Game,Playstation,complete (cib),cib,pc,21.04,28.99,28.99,0.00,6.81,NO_CHANGE,
